baseline_rank,canonical_reported_name,province_reported,city_reported,trial_count_within_name_group,trial_example_url,name_verification_status,location_verification_status,official_hospital_id,official_name,filing_number,approved_name_evidence_json,unapproved_reference_leads_json,next_action,check_method
32,Henan Provincial People's Hospital,He'nan,Zhengzhou,234,https://clinicaltrials.gov/study/NCT00664846,verified_name_relation,passes_available_location_filters,cnha-cfdi-cb7eef02c0a8033372362db264a58311,河南省人民医院,药临床机构备字2020000124,"[{""hospital_id"": ""cnha-cfdi-cb7eef02c0a8033372362db264a58311"", ""official_name"": ""河南省人民医院"", ""filing_number"": ""药临床机构备字2020000124"", ""alias"": ""Henan Provincial People's Hospital"", ""normalized_alias"": ""henanprovincialpeopleshospital"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://www.qk.sjtu.edu.cn/jdcp/CN/abstract/abstract50913.shtml"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],Retain source-backed name mapping; assess actual study/campus scope separately when needed,deterministic reconciliation of source-reviewed assertions; not a new manual source review
33,The Third Xiangya Hospital of Central South University,Hu'Nan,Changsha,230,https://clinicaltrials.gov/study/NCT00869778,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
34,The First Affiliated Hospital of Wenzhou Medical University,Zhejiang,Wenzhou,226,https://clinicaltrials.gov/study/NCT00869778,verified_name_relation,requires_location_review,,,,"[{""hospital_id"": ""cnha-cfdi-21dc9bc3c0a803336131a58f7c89c395"", ""official_name"": ""温州医科大学附属第一医院"", ""filing_number"": ""药临床机构备字2020000307"", ""alias"": ""The First Affiliated Hospital of Wenzhou Medical University"", ""normalized_alias"": ""thefirstaffiliatedhospitalofwenzhoumedicaluniversity"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://sis.wmu.edu.cn/info/7979/32003.htm"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],"Verify reported province, city and campus against the study record before assigning an institution ID",deterministic reconciliation of source-reviewed assertions; not a new manual source review
35,The First Affiliated Hospital of Chongqing Medical University,Chongqing Municipality,Chongqing,225,https://clinicaltrials.gov/study/NCT00327717,verified_name_relation,requires_location_review,,,,"[{""hospital_id"": ""cnha-cfdi-56c9003ac0a8033343b31363ee17c59e"", ""official_name"": ""重庆医科大学附属第一医院"", ""filing_number"": ""药临床机构备字2020000462"", ""alias"": ""The First Affiliated Hospital of Chongqing Medical University"", ""normalized_alias"": ""thefirstaffiliatedhospitalofchongqingmedicaluniversity"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://www.gov.uk/government/publications/list-of-hospitals-in-china/list-of-medical-facilities-in-china"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],"Verify reported province, city and campus against the study record before assigning an institution ID",deterministic reconciliation of source-reviewed assertions; not a new manual source review
36,Anhui Provincial Hospital,Anhui,Hefei,222,https://clinicaltrials.gov/study/NCT01481831,verified_name_relation,passes_available_location_filters,cnha-cfdi-85eb4b82c0a803331df18fb4918e3bf6,中国科学技术大学附属第一医院（安徽省立医院）,药临床机构备字2020000476,"[{""hospital_id"": ""cnha-cfdi-85eb4b82c0a803331df18fb4918e3bf6"", ""official_name"": ""中国科学技术大学附属第一医院（安徽省立医院）"", ""filing_number"": ""药临床机构备字2020000476"", ""alias"": ""Anhui Provincial Hospital"", ""normalized_alias"": ""anhuiprovincialhospital"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://www.gov.uk/government/publications/list-of-hospitals-in-china/list-of-medical-facilities-in-china"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],Retain source-backed name mapping; assess actual study/campus scope separately when needed,deterministic reconciliation of source-reviewed assertions; not a new manual source review
37,Hubei Cancer Hospital,Hubei,Wuhan,220,https://clinicaltrials.gov/study/NCT02297438,verified_name_relation,passes_available_location_filters,cnha-cfdi-5bc5271cc0a80333216d3eb98f39844f,湖北省肿瘤医院,药临床机构备字2020000334,"[{""hospital_id"": ""cnha-cfdi-5bc5271cc0a80333216d3eb98f39844f"", ""official_name"": ""湖北省肿瘤医院"", ""filing_number"": ""药临床机构备字2020000334"", ""alias"": ""Hubei Cancer Hospital"", ""normalized_alias"": ""hubeicancerhospital"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://www.hbch.com.cn/english.html"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],Retain source-backed name mapping; assess actual study/campus scope separately when needed,deterministic reconciliation of source-reviewed assertions; not a new manual source review
38,Tianjin Medical University General Hospital,Tianjin Municipality,Tianjin,220,https://clinicaltrials.gov/study/NCT00796692,verified_name_relation,passes_available_location_filters,cnha-cfdi-214a1071c0a8033329decd493fe7ec5e,天津医科大学总医院,药临床机构备字2019000017,"[{""hospital_id"": ""cnha-cfdi-214a1071c0a8033329decd493fe7ec5e"", ""official_name"": ""天津医科大学总医院"", ""filing_number"": ""药临床机构备字2019000017"", ""alias"": ""Tianjin Medical University General Hospital"", ""normalized_alias"": ""tianjinmedicaluniversitygeneralhospital"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://gs.tmu.edu.cn/_upload/article/files/25/92/b1ddeac8440d816796748f7f9544/6b270462-3758-4b0a-85f4-f306c880f31e.pdf"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],Retain source-backed name mapping; assess actual study/campus scope separately when needed,deterministic reconciliation of source-reviewed assertions; not a new manual source review
39,Shengjing Hospital of China Medical University,Liaoning,Shenyang,218,https://clinicaltrials.gov/study/NCT00829660,verified_name_relation,passes_available_location_filters,cnha-cfdi-da50e69ac0a8033314c4be56ac99fa22,中国医科大学附属盛京医院,药临床机构备字2020000525,"[{""hospital_id"": ""cnha-cfdi-da50e69ac0a8033314c4be56ac99fa22"", ""official_name"": ""中国医科大学附属盛京医院"", ""filing_number"": ""药临床机构备字2020000525"", ""alias"": ""Shengjing Hospital of China Medical University"", ""normalized_alias"": ""shengjinghospitalofchinamedicaluniversity"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://www.sj-hospital.org/shangchuan/lcyjzxgzzy.pdf"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],Retain source-backed name mapping; assess actual study/campus scope separately when needed,deterministic reconciliation of source-reviewed assertions; not a new manual source review
40,Zhongnan Hospital of Wuhan University,Hubei,Wuhan,218,https://clinicaltrials.gov/study/NCT00829660,verified_name_relation,requires_location_review,,,,"[{""hospital_id"": ""cnha-cfdi-1d285607c0a8033317501ffac20bf2de"", ""official_name"": ""武汉大学中南医院"", ""filing_number"": ""药临床机构备字2019000007"", ""alias"": ""Zhongnan Hospital of Wuhan University"", ""normalized_alias"": ""zhongnanhospitalofwuhanuniversity"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://en.whu.edu.cn/info/4691/50291.htm"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],"Verify reported province, city and campus against the study record before assigning an institution ID",deterministic reconciliation of source-reviewed assertions; not a new manual source review
41,The First Affiliated Hospital of Xi'an Jiaotong University,Shaanxi,Xi'an,215,https://clinicaltrials.gov/study/NCT00829660,verified_name_relation,requires_location_review,,,,"[{""hospital_id"": ""cnha-cfdi-f4f98652c0a803335f197e2df8ec0b2e"", ""official_name"": ""西安交通大学第一附属医院"", ""filing_number"": ""药临床机构备字2020000167"", ""alias"": ""The First Affiliated Hospital of Xi'an Jiaotong University"", ""normalized_alias"": ""thefirstaffiliatedhospitalofxianjiaotonguniversity"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://www.med.xjtu.edu.cn/info/1188/9311.htm"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],"Verify reported province, city and campus against the study record before assigning an institution ID",deterministic reconciliation of source-reviewed assertions; not a new manual source review
42,The Affiliated Hospital of Xuzhou Medical University,Jiangsu,Xuzhou,213,https://clinicaltrials.gov/study/NCT02761811,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
43,Shandong Cancer Hospital,Shandong,Ji'nan,212,https://clinicaltrials.gov/study/NCT01481831,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-d096fe98c0a803333c5d67902f3d14b9"", ""official_name"": ""山东第一医科大学附属肿瘤医院（山东省肿瘤防治研究院、山东省肿瘤医院）"", ""candidate_alias"": ""Shandong Cancer Hospital"", ""source_url"": ""https://ror.org/01413r497"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
44,China-Japan Friendship Hospital,Beijing Municipality,Beijing,202,https://clinicaltrials.gov/study/NCT00356798,verified_name_relation,passes_available_location_filters,cnha-cfdi-aa1ee30bc0a80333230b8748f2d0263c,中日友好医院,药临床机构备字2020000419,"[{""hospital_id"": ""cnha-cfdi-aa1ee30bc0a80333230b8748f2d0263c"", ""official_name"": ""中日友好医院"", ""filing_number"": ""药临床机构备字2020000419"", ""alias"": ""China-Japan Friendship Hospital"", ""normalized_alias"": ""chinajapanfriendshiphospital"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://www.gov.uk/government/publications/list-of-hospitals-in-china/list-of-medical-facilities-in-china"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],Retain source-backed name mapping; assess actual study/campus scope separately when needed,deterministic reconciliation of source-reviewed assertions; not a new manual source review
45,Zhejiang Provincial People's Hospital,Zhejiang,Hangzhou,202,https://clinicaltrials.gov/study/NCT01677208,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
46,Nanjing Drum Tower Hospital,Jiangsu,Nanjing,199,https://clinicaltrials.gov/study/NCT00786136,verified_name_relation,requires_location_review,,,,"[{""hospital_id"": ""cnha-cfdi-56903411c0a8033314d5485e8488750d"", ""official_name"": ""南京大学医学院附属鼓楼医院"", ""filing_number"": ""药临床机构备字2020000557"", ""alias"": ""Nanjing Drum Tower Hospital"", ""normalized_alias"": ""nanjingdrumtowerhospital"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://www.shanghai.cn.emb-japan.go.jp/itpr_ja/00_000940.html"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],"Verify reported province, city and campus against the study record before assigning an institution ID",deterministic reconciliation of source-reviewed assertions; not a new manual source review
47,"Beijing Friendship Hospital, Capital Medical University",Beijing Municipality,Beijing,198,https://clinicaltrials.gov/study/NCT00796692,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
48,"Nanfang Hospital, Southern Medical University",Guangdong,Guangzhou,198,https://clinicaltrials.gov/study/NCT00548223,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
49,Shanghai East Hospital,Shanghai Municipality,Shanghai,198,https://clinicaltrials.gov/study/NCT00829660,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
50,Shanghai Pulmonary Hospital,Shanghai Municipality,Shanghai,197,https://clinicaltrials.gov/study/NCT01040780,verified_name_relation,requires_location_review,,,,"[{""hospital_id"": ""cnha-cfdi-5a8dc1ecc0a803333ca44265c4212218"", ""official_name"": ""上海市肺科医院"", ""filing_number"": ""药临床机构备字2019000080"", ""alias"": ""Shanghai Pulmonary Hospital"", ""normalized_alias"": ""shanghaipulmonaryhospital"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://med.tongji.edu.cn/english/HEALTH_CARE/Affiliated_Hospitals1/Shanghai_Pulmonary_Hospital_Affiliated_To_Tongji.htm"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],"Verify reported province, city and campus against the study record before assigning an institution ID",deterministic reconciliation of source-reviewed assertions; not a new manual source review
